sig_id,cell_iname,donor_sex,pert_idose,pert_itime
RAD001_HCC515_6H:BRD-K81418486-001-18-6:3.3333,HCC515,F,3.33 uM,6 h
LTC006_MDAMB231_24H:BRD-K81418486:10,MDAMB231,F,10 uM,24 h
HDAC002_MCF7_6H:BRD-K81418486-001-10-3:0.15625,MCF7,F,0.125 uM,6 h
RAD001_PC3_6H:BRD-K81418486-001-18-6:0.0137,PC3,M,0.01 uM,6 h
HOG001_A549_6H:BRD-K81418486-001-32-7:0.3704,A549,M,0.37 uM,6 h
HOG002_MCF7_6H:BRD-K81418486-001-32-7:1.11,MCF7,F,1.11 uM,6 h
RAD001_MCF7_6H:BRD-K81418486-001-18-6:10,MCF7,F,10 uM,6 h
DOSBIO001_A375_24H:BRD-K81418486:3.33333,A375,F,3.33 uM,24 h
LTC005_MDAMB231_3H:BRD-K81418486:10,MDAMB231,F,10 uM,3 h
DOSBIO002_PC3_24H:BRD-K81418486:0.37037,PC3,M,0.37 uM,24 h
ABY001_SKBR3_XH:BRD-K81418486:2.5:3,SKBR3,F,2.5 uM,3 h
HOG003_A549_6H:BRD-K81418486-001-32-7:0.013,A549,M,0.01 uM,6 h
TAA001_SKNSH_24H:C24,SKNSH,F,0.04 uM,24 h
TAA001_SHSY5Y_24H:C23,SHSY5Y,F,0.125 uM,24 h
DEB001_MCF7_24H:BRD-K81418486-001-24-4:10,MCF7,F,10 uM,24 h
ABY001_NCIH596_XH:BRD-K81418486:10:24,NCIH596,M,10 uM,24 h
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.1235,MCF7,F,0.125 uM,24 h
HOG003_MCF7_24H:BRD-K81418486-001-32-7:10,MCF7,F,10 uM,24 h
HDAC002_MCF7_24H:BRD-K81418486-001-10-3:0.00244141,MCF7,F,0.002 uM,24 h
CPD003_MCF7_24H:B04,MCF7,F,10 uM,24 h
RAD001_HCC515_6H:BRD-K81418486-001-18-6:0.0137,HCC515,F,0.01 uM,6 h
LCP001_MCF10A.PIK3CA.HH_24H:N24,MCF10A,F,1.11 uM,24 h
KMS002_NOMO1_24H:B03,NOMO1,F,10 uM,24 h
BRAF001_A375_24H:BRD-K81418486-001-15-2:0.625,A375,F,0.66 uM,24 h
HDAC002_MCF7_24H:BRD-K81418486-001-10-3:5,MCF7,F,4 uM,24 h
HOG003_A549_6H:BRD-K81418486-001-32-7:3.33,A549,M,3.33 uM,6 h
ABY001_NCIH508_XH:BRD-K81418486:0.625:3,NCIH508,M,0.66 uM,3 h
HDAC002_MCF7_6H:BRD-K81418486-001-10-3:0.078125,MCF7,F,0.08 uM,6 h
RAD001_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
HOG002_A549_24H:BRD-K81418486-001-32-7:0.013,A549,M,0.01 uM,24 h
HOG003_MCF7_6H:BRD-K81418486-001-32-7:1.11,MCF7,F,1.11 uM,6 h
HDAC002_PC3_6H:BRD-K81418486-001-10-3:5,PC3,M,4 uM,6 h
CVD001_HUH7_24H:BRD-K81418486:10,HUH7,M,10 uM,24 h
ABY001_NCIH2073_XH:BRD-K81418486:2.5:24,NCIH2073,F,2.5 uM,24 h
ABY001_A549_XH:BRD-K81418486:0.625:3,A549,M,0.66 uM,3 h
LTC007_MDAMB231_24H:BRD-K81418486:1.1111,MDAMB231,F,1.11 uM,24 h
HOG001_MCF7_24H:BRD-K81418486-001-32-7:0.1235,MCF7,F,0.125 uM,24 h
ABY001_A375_XH:BRD-K81418486:2.5:24,A375,F,2.5 uM,24 h
LTC005_MDAMB231_24H:BRD-K81418486:3.3333,MDAMB231,F,3.33 uM,24 h
HOG001_MCF7_24H:BRD-K81418486-001-32-7:0.0412,MCF7,F,0.04 uM,24 h
DOSBIO001_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
POL001_HEPG2_24H:O05,HEPG2,M,0.125 uM,24 h
CVD001_HUH7_6H:BRD-K81418486:10,HUH7,M,10 uM,6 h
CVD001_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
DOSBIO002_MCF7_24H:BRD-K81418486:0.37037,MCF7,F,0.37 uM,24 h
HOG003_MCF7_6H:BRD-K81418486-001-32-7:10,MCF7,F,10 uM,6 h
RAD001_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
ABY001_A549_XH:BRD-K81418486:2.5:24,A549,M,2.5 uM,24 h
LTC006_MDAMB231_24H:BRD-K81418486:1.1111,MDAMB231,F,1.11 uM,24 h
RAD001_PC3_24H:BRD-K81418486-001-18-6:1.1111,PC3,M,1.11 uM,24 h
ABY001_NCIH1975_XH:BRD-K81418486:2.5:24,NCIH1975,F,2.5 uM,24 h
LTC006_MDAMB231_3H:BRD-K81418486:1.1111,MDAMB231,F,1.11 uM,3 h
HOG001_A549_24H:BRD-K81418486-001-32-7:0.0015,A549,M,0.002 uM,24 h
HOG003_A549_24H:BRD-K81418486-001-32-7:10,A549,M,10 uM,24 h
ABY001_SUDHL4_XH:BRD-K81418486:0.625:3,SUDHL4,M,0.66 uM,3 h
DTAK001_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPD002_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOSBIO002_A375_24H:BRD-K81418486:3.33333,A375,F,3.33 uM,24 h
DEB001_MCF7_6H:BRD-K81418486-001-24-4:5,MCF7,F,4 uM,6 h
ABY001_NCIH2073_XH:BRD-K81418486:10:24,NCIH2073,F,10 uM,24 h
ABY001_SUDHL4_XH:BRD-K81418486:0.625:24,SUDHL4,M,0.66 uM,24 h
HDAC002_MCF7_6H:BRD-K81418486-001-10-3:0.625,MCF7,F,0.66 uM,6 h
HOG002_MCF7_24H:BRD-K81418486-001-32-7:3.33,MCF7,F,3.33 uM,24 h
TAA001_SKNSH_24H:C20,SKNSH,F,3.33 uM,24 h
POL001_HEPG2_24H:O01,HEPG2,M,10 uM,24 h
DEB001_MCF7_6H:BRD-K81418486-001-24-4:10,MCF7,F,10 uM,6 h
ABY001_NCIH596_XH:BRD-K81418486:0.625:3,NCIH596,M,0.66 uM,3 h
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.0015,MCF7,F,0.002 uM,24 h
HOG002_A549_6H:BRD-K81418486-001-32-7:0.0412,A549,M,0.04 uM,6 h
DOSBIO001_A375_24H:BRD-K81418486:0.37037,A375,F,0.37 uM,24 h
POL001_JURKAT_24H:O06,JURKAT,M,0.04 uM,24 h
ABY001_HEPG2_XH:BRD-K81418486:10:3,HEPG2,M,10 uM,3 h
RAD001_PC3_6H:BRD-K81418486-001-18-6:0.0412,PC3,M,0.04 uM,6 h
HOG001_MCF7_24H:BRD-K81418486-001-32-7:0.0045,MCF7,F,0.004 uM,24 h
HOG003_A549_6H:BRD-K81418486-001-32-7:0.0015,A549,M,0.002 uM,6 h
HDAC002_PC3_6H:BRD-K81418486-001-10-3:0.0012207,PC3,M,0.001 uM,6 h
ABY001_A549_XH:BRD-K81418486:2.5:3,A549,M,2.5 uM,3 h
ABY001_SKBR3_XH:BRD-K81418486:10:24,SKBR3,F,10 uM,24 h
CPD003_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
RAD001_PC3_24H:BRD-K81418486-001-18-6:10,PC3,M,10 uM,24 h
ABY001_NCIH508_XH:BRD-K81418486:0.625:24,NCIH508,M,0.66 uM,24 h
HDAC002_MCF7_6H:BRD-K81418486-001-10-3:0.0012207,MCF7,F,0.001 uM,6 h
RAD001_MCF7_24H:BRD-K81418486-001-18-6:1.1111,MCF7,F,1.11 uM,24 h
HOG001_MCF7_24H:BRD-K81418486-001-32-7:10,MCF7,F,10 uM,24 h
HDAC002_MCF7_24H:BRD-K81418486-001-10-3:0.15625,MCF7,F,0.125 uM,24 h
POL001_JURKAT_24H:O02,JURKAT,M,3.33 uM,24 h
HOG002_A549_24H:BRD-K81418486-001-32-7:0.1235,A549,M,0.125 uM,24 h
LCP001_MCF10A.WT_24H:N22,MCF10A,F,10 uM,24 h
DTAK003_DU145_24H:BRD-K81418486:10,DU145,M,10 uM,24 h
LTC005_MDAMB231_24H:BRD-K81418486:1.1111,MDAMB231,F,1.11 uM,24 h
BRAF001_A375_6H:BRD-K81418486-001-15-2:0.625,A375,F,0.66 uM,6 h
HOG003_A549_24H:BRD-K81418486-001-32-7:0.3704,A549,M,0.37 uM,24 h
ABY001_NCIH508_XH:BRD-K81418486:2.5:3,NCIH508,M,2.5 uM,3 h
ABY001_SUDHL4_XH:BRD-K81418486:10:24,SUDHL4,M,10 uM,24 h
HDAC002_MCF7_24H:BRD-K81418486-001-10-3:1.25,MCF7,F,1.25 uM,24 h
TAA001_SHSY5Y_24H:C24,SHSY5Y,F,0.04 uM,24 h
HOG003_A549_24H:BRD-K81418486-001-32-7:0.0045,A549,M,0.004 uM,24 h
HOG003_A549_24H:BRD-K81418486-001-32-7:3.33,A549,M,3.33 uM,24 h
POL001_MCF7_24H:O05,MCF7,F,0.125 uM,24 h
HOG003_MCF7_6H:BRD-K81418486-001-32-7:0.1235,MCF7,F,0.125 uM,6 h
ABY001_NCIH508_XH:BRD-K81418486:10:24,NCIH508,M,10 uM,24 h
DTAK002_LNCAP_24H:BRD-K81418486:10,LNCAP,M,10 uM,24 h
ABY001_NCIH2073_XH:BRD-K81418486:0.625:24,NCIH2073,F,0.66 uM,24 h
LTC006_MDAMB231_3H:BRD-K81418486:10,MDAMB231,F,10 uM,3 h
HDAC002_PC3_24H:BRD-K81418486-001-10-3:5,PC3,M,4 uM,24 h
HOG002_MCF7_6H:BRD-K81418486-001-32-7:10,MCF7,F,10 uM,6 h
HOG001_A549_24H:BRD-K81418486-001-32-7:0.1235,A549,M,0.125 uM,24 h
HOG002_A549_24H:BRD-K81418486-001-32-7:0.0015,A549,M,0.002 uM,24 h
HDAC002_PC3_6H:BRD-K81418486-001-10-3:1.25,PC3,M,1.25 uM,6 h
CPD001_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
KMS002_NOMO1_6H:BRD-K81418486-001-01-2:9.99,NOMO1,F,10 uM,6 h
RAD001_A549_6H:BRD-K81418486-001-18-6:0.0046,A549,M,0.004 uM,6 h
LPROT005_MCF10A_6H:BRD-K81418486:10,MCF10A,F,10 uM,6 h
LTC005_MDAMB231_3H:BRD-K81418486:3.3333,MDAMB231,F,3.33 uM,3 h
PCL001_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
HOG001_MCF7_6H:BRD-K81418486-001-32-7:3.33,MCF7,F,3.33 uM,6 h
KMS002_THP1_6H:BRD-K81418486-001-01-2:9.99,THP1,M,10 uM,6 h
DTAK003_LNCAP_24H:BRD-K81418486:10,LNCAP,M,10 uM,24 h
HDAC002_PC3_24H:BRD-K81418486-001-10-3:2.5,PC3,M,2.5 uM,24 h
HOG003_MCF7_24H:BRD-K81418486-001-32-7:1.11,MCF7,F,1.11 uM,24 h
MOA001_A549_24H:O12,A549,M,3.33 uM,24 h
TAA001_SHSY5Y_24H:N13,SHSY5Y,F,10 uM,24 h
HDAC002_PC3_6H:BRD-K81418486-001-10-3:0.0195312,PC3,M,0.02 uM,6 h
RAD001_A549_6H:BRD-K81418486-001-18-6:0.0412,A549,M,0.04 uM,6 h
HDAC002_PC3_24H:BRD-K81418486-001-10-3:0.15625,PC3,M,0.125 uM,24 h
HDAC002_MCF7_24H:BRD-K81418486-001-10-3:0.00976562,MCF7,F,0.01 uM,24 h
RAD001_A549_6H:BRD-K81418486-001-18-6:0.0015,A549,M,0.002 uM,6 h
ABY001_NCIH596_XH:BRD-K81418486:0.625:24,NCIH596,M,0.66 uM,24 h
PCL001_HCC515_24H:BRD-K81418486:10,HCC515,F,10 uM,24 h
HDAC002_PC3_6H:BRD-K81418486-001-10-3:0.00244141,PC3,M,0.002 uM,6 h
RAD001_MCF7_6H:BRD-K81418486-001-18-6:0.0412,MCF7,F,0.04 uM,6 h
TAA001_SHSY5Y_24H:C19,SHSY5Y,F,10 uM,24 h
RAD001_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
DOSBIO002_MCF7_24H:BRD-K81418486:3.33333,MCF7,F,3.33 uM,24 h
DEB001_MCF7_6H:BRD-K81418486-001-24-4:1,MCF7,F,1.11 uM,6 h
PRISM001_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
HOG002_MCF7_24H:BRD-K81418486-001-32-7:10,MCF7,F,10 uM,24 h
POL001_MCF7_24H:O03,MCF7,F,1.11 uM,24 h
POL001_PC3_24H:O03,PC3,M,1.11 uM,24 h
LTC007_MDAMB231_24H:BRD-K81418486:0.37037,MDAMB231,F,0.37 uM,24 h
HDAC002_MCF7_6H:BRD-K81418486-001-10-3:0.0195312,MCF7,F,0.02 uM,6 h
ABY001_SKBR3_XH:BRD-K81418486:0.625:3,SKBR3,F,0.66 uM,3 h
ABY001_NCIH1975_XH:BRD-K81418486:2.5:3,NCIH1975,F,2.5 uM,3 h
RAD001_A549_6H:BRD-K81418486-001-18-6:10,A549,M,10 uM,6 h
DOSBIO001_PC3_24H:BRD-K81418486:1.11111,PC3,M,1.11 uM,24 h
POL001_JURKAT_24H:O05,JURKAT,M,0.125 uM,24 h
LCP001_MCF10A.WT_12H:N22,MCF10A,F,10 uM,12 h
HOG003_MCF7_6H:BRD-K81418486-001-32-7:0.0045,MCF7,F,0.004 uM,6 h
HDAC002_PC3_6H:BRD-K81418486-001-10-3:0.3125,PC3,M,0.3 uM,6 h
DEB001_MCF7_24H:BRD-K81418486-001-24-4:0.2,MCF7,F,0.2 uM,24 h
HDAC002_MCF7_6H:BRD-K81418486-001-10-3:0.00244141,MCF7,F,0.002 uM,6 h
TAA001_SKNSH_24H:N16,SKNSH,F,0.37 uM,24 h
TAA001_SKNSH_24H:N13,SKNSH,F,10 uM,24 h
CPD003_PC3_6H:F22,PC3,M,10 uM,6 h
LTC006_MDAMB231_3H:BRD-K81418486:0.37037,MDAMB231,F,0.37 uM,3 h
HDAC002_MCF7_24H:BRD-K81418486-001-24-4:10,MCF7,F,10 uM,24 h
DEB001_PC3_6H:BRD-K81418486-001-24-4:10,PC3,M,10 uM,6 h
DEB001_MCF7_6H:BRD-K81418486-001-24-4:0.1,MCF7,F,0.12 uM,6 h
ABY001_A375_XH:BRD-K81418486:2.5:3,A375,F,2.5 uM,3 h
ABY001_HEPG2_XH:BRD-K81418486:0.625:24,HEPG2,M,0.66 uM,24 h
ABY001_SKBR3_XH:BRD-K81418486:2.5:24,SKBR3,F,2.5 uM,24 h
LTC007_MDAMB231_24H:BRD-K81418486:0.12346,MDAMB231,F,0.125 uM,24 h
MOA001_U2OS_24H:O12,U2OS,F,3.33 uM,24 h
LTC008_MDAMB231_3H:BRD-K81418486:1.1111,MDAMB231,F,1.11 uM,3 h
HOG001_MCF7_6H:BRD-K81418486-001-32-7:0.1235,MCF7,F,0.125 uM,6 h
HOG002_A549_6H:BRD-K81418486-001-32-7:0.0015,A549,M,0.002 uM,6 h
DOSBIO002_A375_24H:BRD-K81418486:0.37037,A375,F,0.37 uM,24 h
DOSBIO001_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DTAK002_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
LTC007_MDAMB231_3H:BRD-K81418486:3.3333,MDAMB231,F,3.33 uM,3 h
HOG003_MCF7_24H:BRD-K81418486-001-32-7:0.3704,MCF7,F,0.37 uM,24 h
POL001_PC3_24H:O06,PC3,M,0.04 uM,24 h
ABY001_PC3_XH:BRD-K81418486:2.5:3,PC3,M,2.5 uM,3 h
HDAC002_MCF7_6H:BRD-K81418486-001-10-3:1.25,MCF7,F,1.25 uM,6 h
HDAC002_PC3_24H:BRD-K81418486-001-10-3:0.625,PC3,M,0.66 uM,24 h
ABY001_PC3_XH:BRD-K81418486:10:3,PC3,M,10 uM,3 h
HOG001_MCF7_6H:BRD-K81418486-001-32-7:0.0015,MCF7,F,0.002 uM,6 h
DOSBIO002_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
HDAC002_PC3_6H:BRD-K81418486-001-24-4:10,PC3,M,10 uM,6 h
LTC008_MDAMB231_3H:BRD-K81418486:3.3333,MDAMB231,F,3.33 uM,3 h
HOG003_A549_6H:BRD-K81418486-001-32-7:0.0045,A549,M,0.004 uM,6 h
DOSBIO001_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
HDAC002_PC3_6H:BRD-K81418486-001-10-3:0.625,PC3,M,0.66 uM,6 h
HOG001_A549_24H:BRD-K81418486-001-32-7:0.0412,A549,M,0.04 uM,24 h
TAA001_SHSY5Y_24H:C21,SHSY5Y,F,1.11 uM,24 h
DTAK001_LNCAP_24H:BRD-K81418486:10,LNCAP,M,10 uM,24 h
HDAC002_MCF7_6H:BRD-K81418486-001-10-3:0.00488281,MCF7,F,0.004 uM,6 h
ABY001_NCIH2073_XH:BRD-K81418486:2.5:3,NCIH2073,F,2.5 uM,3 h
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.0412,MCF7,F,0.04 uM,24 h
HOG002_MCF7_24H:BRD-K81418486-001-32-7:1.11,MCF7,F,1.11 uM,24 h
RAD001_PC3_6H:BRD-K81418486-001-18-6:3.3333,PC3,M,3.33 uM,6 h
BRAF001_A375_6H:BRD-K81418486-001-15-2:2.5,A375,F,2.5 uM,6 h
POL001_PC3_24H:O05,PC3,M,0.125 uM,24 h
CPD001_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
ABY001_SUDHL4_XH:BRD-K81418486:2.5:3,SUDHL4,M,2.5 uM,3 h
ABY001_NCIH2073_XH:BRD-K81418486:0.625:3,NCIH2073,F,0.66 uM,3 h
ABY001_NCIH2073_XH:BRD-K81418486:10:3,NCIH2073,F,10 uM,3 h
LPROT003_PC3_6H:BRD-K81418486:1,PC3,M,1.11 uM,6 h
LCP001_MCF10A.WT_6H:N24,MCF10A,F,1.11 uM,6 h
PCL001_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
TAA001_SKNSH_24H:N18,SKNSH,F,0.04 uM,24 h
HDAC002_MCF7_24H:BRD-K81418486-001-10-3:0.625,MCF7,F,0.66 uM,24 h
HDAC001_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
LPROT001_MCF7_6H:BRD-K81418486:1,MCF7,F,1.11 uM,6 h
LTC007_MDAMB231_24H:BRD-K81418486:3.3333,MDAMB231,F,3.33 uM,24 h
PRISM001_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
LTC007_MDAMB231_3H:BRD-K81418486:0.12346,MDAMB231,F,0.125 uM,3 h
HOG001_MCF7_6H:BRD-K81418486-001-32-7:0.0045,MCF7,F,0.004 uM,6 h
RAD001_A549_6H:BRD-K81418486-001-18-6:0.0137,A549,M,0.01 uM,6 h
DOSBIO001_MCF7_24H:BRD-K81418486:1.11111,MCF7,F,1.11 uM,24 h
LPROT001_A375_6H:BRD-K81418486:1,A375,F,1.11 uM,6 h
HDAC002_MCF7_6H:BRD-K81418486-001-10-3:5,MCF7,F,4 uM,6 h
RAD001_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
HOG001_MCF7_24H:BRD-K81418486-001-32-7:1.11,MCF7,F,1.11 uM,24 h
RAD001_PC3_6H:BRD-K81418486-001-18-6:1.1111,PC3,M,1.11 uM,6 h
RAD001_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
DOSBIO002_PC3_24H:BRD-K81418486:1.11111,PC3,M,1.11 uM,24 h
DOSBIO001_PC3_24H:BRD-K81418486:3.33333,PC3,M,3.33 uM,24 h
LTC008_MDAMB231_24H:BRD-K81418486:0.12346,MDAMB231,F,0.125 uM,24 h
LTC008_MDAMB231_24H:BRD-K81418486:0.37037,MDAMB231,F,0.37 uM,24 h
TAA001_SKNSH_24H:N17,SKNSH,F,0.125 uM,24 h
POL001_HT29_24H:O03,HT29,F,1.11 uM,24 h
CPD003_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
LCP001_MCF10A.KRAS.HG_24H:N22,MCF10A,F,10 uM,24 h
LTC005_MDAMB231_3H:BRD-K81418486:0.37037,MDAMB231,F,0.37 uM,3 h
LTC006_MDAMB231_24H:BRD-K81418486:3.3333,MDAMB231,F,3.33 uM,24 h
RAD001_MCF7_24H:BRD-K81418486-001-18-6:0.0046,MCF7,F,0.004 uM,24 h
BRAF001_A375_24H:BRD-K81418486-001-15-2:0.15625,A375,F,0.125 uM,24 h
CPD003_PC3_24H:BRD-K81418486-001-26-9:10,PC3,M,10 uM,24 h
RAD001_HCC515_6H:BRD-K81418486-001-18-6:0.0412,HCC515,F,0.04 uM,6 h
DOSBIO002_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
HDAC002_PC3_6H:BRD-K81418486-001-10-3:0.0390625,PC3,M,0.04 uM,6 h
DPK.CP002_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
HOG002_MCF7_24H:BRD-K81418486-001-32-7:0.0412,MCF7,F,0.04 uM,24 h
HOG002_A549_6H:BRD-K81418486-001-32-7:0.1235,A549,M,0.125 uM,6 h
HOG001_MCF7_24H:BRD-K81418486-001-32-7:3.33,MCF7,F,3.33 uM,24 h
DOSBIO001_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
ABY001_PC3_XH:BRD-K81418486:0.625:24,PC3,M,0.66 uM,24 h
ABY001_HT29_XH:BRD-K81418486:10:24,HT29,F,10 uM,24 h
DTAK003_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
LPROT005_A549_6H:BRD-K81418486:1,A549,M,1.11 uM,6 h
ABY001_NCIH508_XH:BRD-K81418486:2.5:24,NCIH508,M,2.5 uM,24 h
LPROT004_MCF7_6H:BRD-K81418486:1,MCF7,F,1.11 uM,6 h
HOG002_A549_6H:BRD-K81418486-001-32-7:3.33,A549,M,3.33 uM,6 h
HOG003_MCF7_6H:BRD-K81418486-001-32-7:3.33,MCF7,F,3.33 uM,6 h
ASG002_GI1_24H:G14,GI1,M,1.11 uM,24 h
ASG002_T47D_24H:G15,T47D,F,0.12 uM,24 h
ASG001_MCF7_6H:N05,MCF7,F,2.22 uM,6 h
ASG002_HEC265_24H:G14,HEC265,F,1.11 uM,24 h
ASG002_JHH7_24H:G15,JHH7,M,0.12 uM,24 h
ASG002_T47D_24H:G14,T47D,F,1.11 uM,24 h
ASG003_A549_48H:F05,A549,M,1.11 uM,48 h
ASG002_T47D_24H:G13,T47D,F,10 uM,24 h
ASG002_HCC95_24H:G13,HCC95,M,10 uM,24 h
ASG001_PC3_6H:H05,PC3,M,0.08 uM,6 h
ASG002_GI1_24H:G15,GI1,M,0.12 uM,24 h
ASG002_TOV112D_24H:G13,TOV112D,F,10 uM,24 h
ASG002_NCIH1437_24H:G13,NCIH1437,M,10 uM,24 h
ASG001_PC3_6H:F05,PC3,M,2.22 uM,6 h
ASG002_SKMEL3_24H:G15,SKMEL3,F,0.12 uM,24 h
ASG002_HEC151_24H:G13,HEC151,F,10 uM,24 h
ASG002_IGR37_24H:G14,IGR37,M,1.11 uM,24 h
ASG002_MCF7_24H:G14,MCF7,F,1.11 uM,24 h
ASG001_PC3_24H:BRD-K81418486-001-24-4:2,PC3,M,2.22 uM,24 h
ASG001_MCF7_24H:C05,MCF7,F,0.37 uM,24 h
ASG001_MCF7_24H:O05,MCF7,F,0.37 uM,24 h
ASG003_U2OS_24H:F06,U2OS,F,0.12 uM,24 h
ASG001_PC3_6H:D05,PC3,M,0.08 uM,6 h
ASG002_GI1_24H:G13,GI1,M,10 uM,24 h
ASG002_NCIH1573_24H:G15,NCIH1573,F,0.12 uM,24 h
ASG002_NCIH2172_24H:G15,NCIH2172,F,0.12 uM,24 h
ASG003_A549_6H:F06,A549,M,0.12 uM,6 h
ASG002_G401_24H:G13,G401,M,10 uM,24 h
ASG002_HCC95_24H:G14,HCC95,M,1.11 uM,24 h
ASG002_MELHO_24H:G15,MELHO,F,0.12 uM,24 h
ASG002_MDAMB468_24H:G15,MDAMB468,F,0.12 uM,24 h
ASG001_PC3_6H:J05,PC3,M,2.22 uM,6 h
ASG002_ZR751_24H:G15,ZR751,F,0.12 uM,24 h
ASG002_PC3_24H:G15,PC3,M,0.12 uM,24 h
ASG001_MCF7_6H:F05,MCF7,F,2.22 uM,6 h
ASG002_ZR751_24H:G14,ZR751,F,1.11 uM,24 h
ASG002_22RV1_24H:G15,22RV1,M,0.12 uM,24 h
ASG001_MCF7_6H:H05,MCF7,F,0.08 uM,6 h
ASG001_MCF7_24H:J05,MCF7,F,2.22 uM,24 h
ASG002_OVTOKO_24H:G15,OVTOKO,F,0.12 uM,24 h
ASG002_SKMEL3_24H:G14,SKMEL3,F,1.11 uM,24 h
ASG002_NCIH1573_24H:G14,NCIH1573,F,1.11 uM,24 h
ASG002_IGR37_24H:G13,IGR37,M,10 uM,24 h
ASG002_BEN_24H:G13,BEN,M,10 uM,24 h
ASG002_A204_24H:G14,A204,F,1.11 uM,24 h
ASG002_G401_24H:G14,G401,M,1.11 uM,24 h
ASG002_HEC108_24H:G13,HEC108,F,10 uM,24 h
ASG002_ES2_24H:G14,ES2,F,1.11 uM,24 h
ASG002_SH4_24H:G13,SH4,F,10 uM,24 h
ASG002_JHH5_24H:G15,JHH5,M,0.12 uM,24 h
ASG002_PC3_24H:G13,PC3,M,10 uM,24 h
ASG003_MCF7_48H:F04,MCF7,F,10 uM,48 h
ASG002_HEC251_24H:G15,HEC251,F,0.12 uM,24 h
ASG002_BICR6_24H:G14,BICR6,M,1.11 uM,24 h
ASG002_IGR37_24H:G15,IGR37,M,0.12 uM,24 h
ASG002_HEC151_24H:G14,HEC151,F,1.11 uM,24 h
ASG001_PC3_6H:C05,PC3,M,0.37 uM,6 h
ASG001_PC3_6H:K05,PC3,M,0.37 uM,6 h
ASG003_A549_6H:F05,A549,M,1.11 uM,6 h
ASG003_A549_24H:F06,A549,M,0.12 uM,24 h
ASG002_CAL29_24H:G15,CAL29,F,0.12 uM,24 h
ASG002_22RV1_24H:G14,22RV1,M,1.11 uM,24 h
ASG002_MCF7_24H:G13,MCF7,F,10 uM,24 h
ASG002_BICR6_24H:G15,BICR6,M,0.12 uM,24 h
ASG002_IM95_24H:G13,IM95,M,10 uM,24 h
ASG002_MDAMB468_24H:G13,MDAMB468,F,10 uM,24 h
ASG002_SKES1_24H:G14,SKES1,M,1.11 uM,24 h
ASG002_A375_24H:G14,A375,F,1.11 uM,24 h
ASG001_PC3_6H:A05,PC3,M,10 uM,6 h
ASG003_A549_6H:F04,A549,M,10 uM,6 h
ASG002_ES2_24H:G13,ES2,F,10 uM,24 h
ASG003_A549_48H:F04,A549,M,10 uM,48 h
ASG002_OAW28_24H:G13,OAW28,F,10 uM,24 h
ASG002_NCIH841_24H:G15,NCIH841,M,0.12 uM,24 h
ASG002_YAPC_24H:G13,YAPC,M,10 uM,24 h
ASG002_GP2D_24H:G14,GP2D,F,1.11 uM,24 h
ASG002_GP2D_24H:G13,GP2D,F,10 uM,24 h
ASG002_NCIH1437_24H:G14,NCIH1437,M,1.11 uM,24 h
ASG002_JHH5_24H:G13,JHH5,M,10 uM,24 h
ASG003_MCF7_24H:F06,MCF7,F,0.12 uM,24 h
ASG002_HCC1588_24H:G15,HCC1588,F,0.12 uM,24 h
ASG002_LNCAP.FGC_24H:G13,LNCAP,M,10 uM,24 h
ASG001_MCF7_6H:G05,MCF7,F,0.37 uM,6 h
ASG002_CAL29_24H:G13,CAL29,F,10 uM,24 h
ASG002_BT474_24H:G13,BT474,F,10 uM,24 h
ASG002_HT29_24H:G14,HT29,F,1.11 uM,24 h
ASG002_NCIH2172_24H:G13,NCIH2172,F,10 uM,24 h
